Age,Education,Marital Status,Parental_Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total_Promo,NumWebVisitsMonth
61,1,1,1,1,46891.0,183,4938,91,43,12,23,29,15,61,2,1,4,1,0,4
57,3,1,1,1,70091.0,1161,4857,11,964,34,137,15,0,11,5,2,10,2,1,8
54,4,1,0,0,78075.0,988,4458,72,572,8,259,34,35,80,3,5,5,1,0,1
65,1,0,1,1,59184.0,1072,5060,6,341,81,113,120,81,66,6,6,12,3,0,5
49,2,1,1,2,54809.0,174,4634,0,63,6,57,13,13,22,2,1,5,4,0,4
67,2,1,1,1,58113.0,758,4922,66,221,81,169,102,78,84,9,2,8,3,0,7
68,3,1,1,1,51412.0,195,4582,42,140,3,29,4,5,14,3,2,4,2,0,4
47,2,0,1,1,15287.0,31,5029,60,1,2,8,4,3,13,1,1,2,2,1,7
69,3,1,0,0,66636.0,1084,4718,64,291,10,556,84,10,0,3,4,9,1,0,1
70,3,1,1,1,50965.0,685,4896,87,544,13,85,8,6,29,10,4,5,3,1,8
61,4,1,0,0,84618.0,1672,4621,96,684,81,556,21,66,0,6,9,10,1,1,2
36,2,1,0,0,18351.0,43,4645,1,1,12,9,0,14,7,2,0,3,1,0,7
69,4,1,1,2,40451.0,49,4535,54,35,0,4,0,0,10,1,1,2,1,1,5
61,2,1,1,1,36317.0,133,4805,53,87,3,25,3,2,13,3,0,4,2,0,7
69,2,1,1,1,42213.0,363,4603,96,309,3,24,4,3,20,5,1,7,2,1,7
71,2,1,1,1,65748.0,545,4842,58,172,73,93,95,78,34,2,4,10,2,0,1
54,2,1,1,1,77044.0,1065,4647,12,625,38,242,50,34,76,7,11,11,2,1,4
57,2,1,0,0,74918.0,2047,4610,78,972,59,556,25,19,59,5,9,6,1,1,3
54,2,1,1,2,56721.0,296,5008,64,157,6,39,6,13,75,4,1,5,5,0,6
51,2,0,1,2,42160.0,140,4768,26,48,9,45,3,15,20,2,1,4,4,0,6
61,2,0,1,1,61559.0,530,4749,8,279,81,88,32,14,34,4,2,10,1,0,3
63,4,1,1,2,33629.0,152,5092,49,132,0,16,0,0,4,3,1,4,5,0,9
35,4,1,0,0,68682.0,1598,4786,56,919,0,505,99,30,45,4,9,10,1,0,2
63,2,0,1,1,34377.0,114,4928,55,62,0,22,3,1,26,2,2,2,2,0,7
40,0,0,1,1,8940.0,101,5078,25,1,45,3,4,6,42,3,1,3,3,0,8
53,2,1,1,1,26228.0,25,4682,50,2,6,4,3,1,9,1,0,2,1,0,8
69,1,0,0,0,77297.0,789,4921,84,408,61,109,48,81,41,5,7,9,1,1,4
45,2,1,1,2,40211.0,87,4736,30,51,1,7,2,1,25,2,1,2,2,1,8
68,4,0,1,2,33438.0,90,4682,81,62,1,16,3,2,6,2,1,4,4,0,5
67,4,1,1,1,75032.0,1215,4829,74,952,12,180,47,12,12,5,4,9,2,0,3
71,4,0,0,0,61284.0,811,4603,76,618,15,106,20,7,45,11,2,8,1,1,6
40,2,1,1,1,22518.0,61,5017,36,11,7,12,2,2,27,2,1,2,2,1,5
51,3,1,1,1,54730.0,405,4720,64,318,3,17,4,7,56,4,1,8,5,0,4
71,3,1,1,2,38452.0,72,4493,62,56,0,14,0,0,2,3,0,3,3,0,7
55,2,0,1,2,44421.0,189,4901,53,110,5,59,7,1,7,5,0,4,5,0,8
40,4,1,1,1,38197.0,40,4767,86,23,0,11,2,1,3,1,0,3,1,0,5
48,2,0,1,1,41986.0,63,4337,15,27,5,8,8,3,12,3,0,4,3,0,4
43,2,1,1,1,28427.0,52,4867,67,18,3,19,3,3,6,2,0,3,2,0,8
50,4,1,1,1,37395.0,39,4546,47,18,0,9,0,1,11,1,0,3,1,0,6
55,2,1,1,1,64722.0,805,4436,47,303,0,280,60,81,15,8,2,11,4,0,6
70,3,1,1,1,55249.0,130,4475,81,97,1,19,2,0,11,2,1,4,1,0,3
54,2,1,0,0,84906.0,1631,4847,98,997,15,414,99,30,76,5,6,12,1,3,2
37,2,1,1,1,28691.0,34,4850,56,5,4,13,8,0,4,1,0,3,1,0,8
74,2,0,1,2,44213.0,152,4614,48,95,11,35,0,4,7,2,1,5,4,0,6
42,0,0,1,1,25707.0,21,4564,18,1,6,2,3,6,3,1,0,3,1,0,7
59,4,1,1,3,59062.0,71,4878,74,46,1,12,3,0,9,2,0,3,2,0,4
64,2,0,1,1,76624.0,899,4438,68,411,81,147,54,81,66,5,10,7,1,1,1
79,3,1,0,0,66000.0,711,4472,36,244,51,270,101,0,45,1,3,5,1,0,1
48,4,1,1,1,27683.0,351,5214,90,152,9,121,12,12,45,6,2,4,4,0,8
55,2,0,0,0,1730.0,8,4444,65,1,1,3,1,1,1,0,0,0,15,0,20
34,0,0,1,1,7500.0,119,5241,63,10,17,18,8,26,40,3,2,2,4,0,9
58,2,1,1,2,40521.0,21,4823,82,12,0,5,0,0,4,0,1,2,1,0,5
53,4,1,1,1,20427.0,10,4499,63,5,0,4,0,0,1,1,0,2,1,0,8
51,2,1,1,1,65106.0,973,4438,55,790,19,133,12,0,19,8,3,13,3,1,6
61,4,1,0,0,69969.0,1536,4708,64,882,29,514,38,29,44,4,2,6,1,2,3
74,2,1,1,2,67433.0,992,4750,51,615,28,259,12,48,30,6,5,13,4,1,4
59,4,1,1,1,77766.0,1529,4894,97,1004,59,265,115,59,27,11,10,11,2,1,6
54,2,1,1,1,74716.0,860,4604,92,133,27,421,13,81,71,7,3,5,2,0,4
63,2,0,1,1,68118.0,928,4656,51,595,23,123,10,23,126,8,9,4,2,0,6
56,4,1,1,2,55158.0,418,5101,72,293,0,87,4,11,23,7,2,5,4,0,7
71,1,1,1,1,62972.0,587,5245,39,313,15,47,20,0,126,7,4,3,2,0,6
51,2,1,1,1,74190.0,641,4243,49,151,81,86,120,81,64,4,2,11,2,0,2
50,2,1,1,2,39356.0,23,4504,21,15,0,2,0,0,6,1,0,2,1,1,6
57,2,1,0,0,76653.0,2279,4719,91,736,63,556,120,81,126,4,7,11,1,2,2
53,4,0,1,2,35860.0,49,4443,37,15,0,8,4,2,20,1,1,2,2,1,5
43,4,0,0,0,90687.0,1779,4805,98,982,17,556,23,34,51,6,2,8,1,1,2
44,3,1,0,0,73450.0,1804,4815,85,1142,51,415,90,69,37,7,8,11,1,2,3
66,2,1,1,2,31454.0,48,4789,40,28,0,11,0,0,9,2,0,3,3,0,8
74,2,0,1,2,47139.0,83,4428,2,46,0,12,0,2,23,2,1,2,2,0,7
51,2,0,0,0,83829.0,1862,4725,78,897,81,430,120,81,27,4,7,6,0,3,1
63,4,1,1,2,53378.0,793,5045,41,489,6,152,8,6,126,9,4,6,10,0,8
56,2,1,1,1,19656.0,84,4733,94,25,4,9,6,8,32,2,1,3,3,0,7
78,4,1,1,1,45579.0,183,4715,10,145,1,33,2,1,1,4,1,4,1,0,6
68,1,0,0,0,85485.0,1383,4410,73,630,26,556,44,18,54,6,6,6,1,0,2
82,2,1,0,0,55956.0,999,4397,22,760,38,104,50,9,38,7,3,4,2,1,4
63,3,0,1,1,64191.0,825,4925,30,420,15,186,120,38,15,5,3,13,3,0,3
54,2,0,1,1,38808.0,246,5074,21,125,17,52,3,19,30,5,1,4,4,1,8
60,3,1,1,2,57183.0,610,4869,51,464,5,64,7,0,70,9,1,7,8,0,8
58,3,0,1,1,23748.0,76,4987,97,6,6,29,12,15,8,2,1,3,3,0,8
55,2,1,1,1,66303.0,1286,4890,56,1090,12,96,16,12,60,3,4,11,4,1,8
51,3,1,1,1,37368.0,30,4597,4,3,2,11,2,2,10,1,0,2,1,1,6
62,2,1,1,3,40800.0,99,4946,77,24,0,27,8,30,10,3,0,3,2,0,7
48,2,0,0,0,71847.0,1192,5048,95,737,21,106,55,63,126,6,7,9,0,1,3
51,2,1,1,1,46149.0,362,4614,36,254,6,71,4,0,27,5,1,7,5,0,5
43,2,1,0,0,78687.0,2130,5061,13,817,81,556,120,55,126,4,6,8,1,1,2
55,1,0,0,0,49118.0,1229,5082,90,620,54,239,99,81,119,9,7,10,2,2,7
69,4,1,1,2,37633.0,38,5049,49,13,4,20,0,0,1,1,0,3,2,0,9
75,3,1,0,0,39767.0,485,4745,18,113,61,204,34,26,47,7,1,7,2,0,8
75,0,1,0,0,26997.0,434,5181,89,7,23,78,120,49,126,4,2,5,2,0,7
56,2,0,1,1,33986.0,44,4874,43,16,2,18,2,1,5,1,0,3,1,0,7
54,4,1,1,1,57091.0,496,4985,82,462,0,24,6,0,4,9,2,5,2,1,7
57,1,1,1,2,46831.0,78,4729,84,22,2,10,6,4,34,1,2,2,2,0,4
54,3,1,0,0,83151.0,2346,4672,80,968,81,556,120,42,126,5,7,10,1,3,2
55,2,1,0,0,52531.0,794,4948,68,283,81,151,51,72,125,7,2,10,2,0,6
70,2,1,0,0,15759.0,17,4818,12,1,2,5,6,0,3,1,0,2,1,0,7
55,2,0,1,1,22804.0,26,4735,75,14,1,7,2,1,1,2,0,2,1,0,9
53,1,1,1,1,43050.0,76,4505,10,30,5,24,6,3,8,2,0,4,2,0,5
49,4,0,1,2,42997.0,15,4754,91,4,0,5,0,1,5,1,0,2,1,0,7
63,4,0,1,2,48918.0,62,4244,21,52,0,9,0,0,1,1,0,4,2,0,4
72,3,1,1,1,60033.0,198,4494,28,62,1,57,19,11,48,2,1,5,2,0,2
48,4,1,1,1,34043.0,49,4649,97,20,2,14,3,0,10,2,0,2,1,0,9
60,2,1,1,1,57811.0,802,4772,49,545,7,114,37,21,78,7,2,11,5,1,5
80,2,1,0,0,78569.0,1736,4532,14,558,79,556,120,81,95,4,6,4,1,1,1
48,2,0,1,2,7500.0,57,4951,5,6,5,4,13,4,25,2,1,3,4,0,6
55,3,1,1,1,118350.5,59,4851,37,39,1,9,2,0,8,1,0,1,0,0,1
73,2,1,0,0,94384.0,2302,4854,62,1111,24,556,120,45,126,5,8,5,0,3,2
41,1,1,0,0,23148.0,37,4533,83,4,6,8,6,3,10,2,0,3,1,0,7
56,2,0,1,2,44267.0,310,4891,48,183,5,65,3,5,49,5,2,4,5,0,9
47,2,1,0,0,71626.0,1305,5302,94,546,72,376,94,81,72,5,5,8,1,1,3
60,2,1,1,1,60894.0,832,4768,61,606,7,155,10,0,54,10,3,8,5,0,7
50,2,1,1,2,50200.0,401,4884,70,266,6,51,8,6,64,7,1,5,6,0,8
61,4,1,0,0,81051.0,1501,4439,43,1142,29,249,38,29,14,5,5,12,1,2,2
44,2,1,0,0,65169.0,1189,4568,23,1074,0,69,0,0,46,10,4,13,1,4,6
54,2,1,1,1,59868.0,1194,4744,37,771,51,154,54,10,126,11,2,12,7,0,6
66,4,1,1,1,65695.0,656,4551,50,371,32,189,0,58,6,5,4,10,2,0,4
70,3,0,0,0,64857.0,1540,4985,78,556,14,556,120,0,43,7,5,10,1,0,4
61,3,1,1,1,45143.0,311,4709,74,202,5,74,11,5,14,6,1,5,3,0,7
71,1,1,1,1,74805.0,820,4785,14,209,81,209,41,81,37,4,7,10,5,0,2
37,1,1,1,1,59060.0,274,4277,77,35,40,111,36,40,12,3,1,7,3,0,4
64,4,0,1,2,27238.0,57,4837,39,37,0,17,0,0,3,3,0,3,3,0,9
61,2,1,1,1,47009.0,448,4937,89,171,45,73,59,10,90,3,2,8,4,0,4
53,1,1,1,2,46094.0,44,4303,62,12,2,20,3,2,5,1,0,3,1,0,7
54,2,1,1,2,40321.0,102,4737,59,44,4,21,6,0,27,3,0,3,2,0,7
42,2,1,1,1,37235.0,61,4580,68,20,2,9,4,6,20,1,1,2,1,0,4
66,3,1,0,0,81843.0,1643,4835,13,779,81,537,34,69,126,5,9,12,1,0,3
68,3,1,1,1,46692.0,397,4790,37,170,6,97,24,12,88,6,1,5,3,0,6
58,2,1,1,1,77382.0,1121,4400,36,491,48,231,112,81,126,5,7,12,2,1,1
49,2,0,1,2,37774.0,473,5244,28,173,8,107,7,2,126,7,2,3,4,1,9
52,0,1,1,1,18393.0,50,4494,2,7,10,13,16,0,4,3,0,3,2,0,8
64,3,1,1,1,72828.0,1678,4902,17,1205,0,235,19,14,126,6,3,13,6,0,7
44,2,1,0,0,24711.0,58,4474,86,10,7,25,6,3,7,3,0,3,1,0,7
51,4,1,1,1,45503.0,170,4679,54,97,4,44,6,1,18,3,1,4,1,0,5
44,3,0,0,0,6560.0,373,4601,2,67,11,26,4,3,126,1,0,1,0,0,17
81,4,1,0,0,71604.0,1196,4626,3,345,53,528,98,75,97,8,3,5,1,1,4
47,2,1,1,1,27244.0,101,4398,84,6,5,17,3,24,46,2,2,2,2,0,7
57,2,1,1,2,48752.0,316,4966,8,73,57,100,71,15,0,6,1,5,5,0,9
64,2,1,1,1,71434.0,1400,4686,4,711,36,217,120,81,126,7,4,7,3,2,4
78,2,0,0,0,90842.0,1424,4737,57,774,70,118,120,81,93,4,9,13,1,0,1
48,3,1,1,1,88097.0,844,5082,24,163,0,480,0,81,75,6,5,8,1,3,9
51,2,1,1,1,51948.0,311,4687,51,82,33,54,71,30,41,5,2,4,2,0,5
44,2,1,0,0,71853.0,1149,4730,29,358,81,413,120,81,32,2,8,6,1,0,1
43,3,1,0,0,35876.0,129,4472,13,66,2,40,4,3,14,3,1,3,1,0,6
74,2,0,1,1,40049.0,32,4658,23,13,6,7,0,3,3,1,0,3,1,0,6
44,2,0,1,1,39660.0,299,5092,36,139,13,78,20,13,36,7,1,3,3,0,9
64,2,1,1,1,50127.0,320,4433,88,274,0,21,4,6,15,5,1,6,1,1,6
49,3,1,1,1,43263.0,441,4987,2,262,6,61,0,10,102,5,2,6,3,0,5
77,3,1,1,2,62845.0,1178,5303,3,1099,0,45,0,0,34,3,4,10,11,1,8
36,2,1,0,0,18929.0,85,4900,15,32,0,8,23,4,18,1,0,4,1,0,6
44,0,0,1,1,24367.0,24,4868,58,2,4,2,0,11,5,1,0,2,1,0,9
51,2,0,1,1,33249.0,112,4896,11,6,10,21,19,14,42,2,1,3,2,0,6
67,1,1,1,1,26887.0,30,4672,27,6,7,4,3,4,6,1,0,3,1,0,6
43,4,1,0,0,50150.0,410,4776,32,135,46,92,65,61,11,5,2,7,2,0,5
50,2,1,1,1,62061.0,800,4704,12,641,7,84,0,30,38,10,4,7,3,1,6
64,4,0,0,0,85696.0,1313,4883,88,714,76,395,116,0,12,4,6,9,1,0,1
70,4,1,0,0,76542.0,1483,4858,91,794,73,556,0,29,14,4,8,10,1,0,2
33,2,0,0,0,70515.0,1258,4653,12,420,0,452,120,64,126,6,6,4,1,0,2
39,2,1,1,1,18227.0,28,5089,21,1,2,7,4,3,11,0,1,2,1,0,8
61,2,1,1,1,69139.0,227,4555,23,86,12,75,33,15,6,4,1,5,1,0,4
44,2,1,0,0,69109.0,1555,5058,10,823,25,459,120,29,95,6,6,7,1,1,4
64,2,0,1,1,69627.0,861,4871,35,231,81,215,120,30,53,8,2,11,2,0,5
48,2,1,1,1,38136.0,103,4835,69,8,15,27,0,20,33,3,1,2,2,1,8
80,4,0,0,0,62159.0,634,4464,68,182,17,259,77,70,29,6,2,10,1,0,4
63,2,0,0,0,80695.0,1918,4584,85,557,81,556,120,37,18,5,8,5,1,0,2
55,3,0,1,2,33316.0,131,4847,34,79,1,31,4,4,12,2,1,4,3,0,6
58,2,1,1,2,58554.0,586,5043,55,368,24,68,38,0,88,8,2,6,6,0,7
34,0,1,1,1,17256.0,62,4620,10,6,4,14,8,8,22,2,1,2,2,1,8
52,2,0,1,2,53034.0,447,4797,30,160,15,196,15,11,50,6,1,7,8,0,8
76,1,1,0,0,52203.0,939,5100,36,488,21,238,56,81,28,8,7,11,1,0,6
49,1,0,1,1,59601.0,797,4741,14,691,7,69,0,7,23,2,2,7,4,1,8
68,3,0,1,1,75154.0,1143,5213,79,543,10,205,120,81,82,6,3,6,1,0,3
50,2,0,1,1,47025.0,415,4755,52,254,7,108,20,0,26,6,3,5,3,0,6
53,2,1,1,1,37971.0,30,4618,97,5,4,10,2,2,7,1,0,3,1,0,8
58,3,0,1,1,41335.0,187,4587,24,112,19,21,16,14,5,4,1,4,3,0,7
68,2,1,1,1,67267.0,251,4449,0,134,11,59,15,2,30,3,2,5,1,0,2
51,2,0,1,1,57338.0,237,4463,96,143,6,52,11,8,17,4,1,5,2,0,5
66,1,1,1,2,50523.0,91,4588,89,51,4,24,4,7,1,2,0,4,2,0,6
61,3,0,1,3,35791.0,35,4791,94,27,0,5,0,0,3,1,0,3,2,0,8
66,4,0,1,1,50611.0,493,5212,98,459,0,24,6,0,4,4,5,7,6,1,6
57,4,1,1,1,56242.0,971,4885,72,689,8,167,11,8,88,8,4,11,5,0,6
66,2,0,1,1,48904.0,371,5270,1,283,10,38,0,13,27,7,2,4,4,0,8
51,2,0,1,3,56243.0,396,4583,26,347,0,35,4,3,7,4,2,8,6,0,5
41,2,1,1,1,21355.0,68,4715,5,5,13,14,0,5,31,2,1,2,2,1,6
55,3,1,1,1,57420.0,322,4771,22,280,0,18,0,0,24,5,1,6,3,1,7
56,3,1,1,1,,317,4943,39,187,5,65,26,20,14,4,2,6,2,0,5
71,3,0,1,1,46390.0,222,4457,56,95,14,64,2,9,38,4,2,3,1,0,7
70,1,1,1,2,54342.0,177,4881,74,84,10,34,11,10,28,3,1,4,4,0,6
68,2,1,1,2,,45,5244,87,19,4,12,2,2,6,1,0,3,1,0,5
62,1,0,1,2,,21,4247,49,5,1,9,2,0,4,1,0,2,1,0,7
53,2,1,1,1,20895.0,45,5151,24,18,3,17,3,0,4,2,0,3,1,0,9
78,2,1,0,0,92344.0,1899,4567,9,992,24,556,51,19,119,5,10,5,0,2,1
54,4,1,1,1,,42,4548,17,25,1,13,0,0,3,1,0,3,1,0,7
50,1,1,1,2,26907.0,22,4715,10,9,1,7,0,3,2,1,0,3,2,0,7
46,2,1,1,2,44964.0,41,4962,35,19,1,17,2,0,2,1,0,3,1,0,8
47,2,1,0,0,75507.0,1440,4546,56,709,81,374,104,80,80,8,6,6,1,0,3
54,3,1,1,2,53761.0,325,4633,7,158,0,76,13,7,71,4,4,3,6,0,5
53,2,1,1,1,22682.0,95,4878,51,10,14,29,4,2,36,2,1,4,3,0,4
54,4,1,1,1,38887.0,42,4548,17,25,1,13,0,0,3,1,0,3,1,0,7
51,1,0,1,2,41658.0,72,5058,30,8,4,12,15,4,29,1,1,2,2,0,4
54,4,1,1,1,29791.0,20,4447,21,14,0,6,0,0,0,2,0,3,2,0,5
70,3,1,1,2,63915.0,789,4736,2,622,7,115,30,0,15,6,3,12,2,0,5
52,2,0,1,2,39996.0,15,4440,85,11,0,3,0,0,1,1,0,2,1,0,6
54,2,0,1,1,26759.0,59,4399,65,25,3,16,8,5,2,2,1,3,2,0,6
58,3,0,1,1,63841.0,908,4836,64,635,15,100,20,7,126,9,3,9,1,0,6
57,4,1,1,2,51039.0,417,5027,11,100,64,79,65,0,109,6,2,4,2,0,7
65,2,1,1,2,60544.0,289,5075,92,201,2,43,3,5,35,5,1,5,4,0,6
54,2,1,1,1,65685.0,769,4494,54,642,14,49,0,7,57,9,2,9,1,0,5
73,2,1,1,1,37716.0,188,4471,4,97,1,41,6,2,41,4,1,3,2,0,7
69,2,0,1,1,36864.0,354,5087,53,204,5,39,17,0,89,5,2,4,3,0,8
56,3,1,1,1,44511.0,727,4968,39,513,7,133,46,14,14,8,4,8,6,0,8
59,4,1,1,2,36947.0,146,5123,49,88,3,21,4,1,29,3,0,4,4,0,9
75,3,1,1,1,47352.0,319,4639,70,172,12,112,8,0,15,6,1,5,4,0,7
73,3,1,1,1,67087.0,794,4596,40,329,35,222,120,35,43,7,5,8,2,0,4
76,2,1,1,1,57045.0,454,5091,40,296,13,104,11,13,17,4,2,9,3,0,3
73,4,0,1,2,36957.0,152,5152,43,100,2,16,2,1,31,3,2,2,4,0,9
49,4,1,1,1,69389.0,797,5041,17,422,7,238,69,46,15,7,2,12,1,0,4
54,2,1,1,1,80134.0,1690,4807,40,1218,16,272,104,0,80,5,3,6,2,3,6
57,3,1,1,2,43142.0,20,4533,84,5,1,7,2,1,4,1,0,2,1,0,7
82,2,1,0,0,80589.0,1428,4560,25,507,81,520,120,40,26,5,10,5,1,1,1
36,2,0,1,1,34412.0,209,4903,62,52,12,50,4,36,55,5,0,3,3,0,9
47,2,0,1,1,57537.0,545,4668,83,191,56,139,51,8,100,4,3,8,4,0,4
60,0,1,0,0,22634.0,96,4931,47,2,23,11,8,6,46,2,1,2,1,0,8
78,2,1,0,0,51315.0,222,4528,45,68,28,39,16,30,41,2,2,5,1,0,2
54,2,1,1,3,36026.0,61,4507,34,20,4,10,6,4,17,2,0,3,2,0,6
53,2,1,1,2,24639.0,44,4554,3,20,3,16,0,4,1,2,0,4,3,0,6
54,4,1,1,3,34578.0,8,4274,1,7,0,1,0,0,0,1,0,2,1,0,6
54,1,0,0,0,65704.0,817,4661,18,279,81,74,38,8,126,2,10,10,1,0,1
60,2,0,1,1,63810.0,1371,4997,45,977,12,253,16,12,101,4,3,12,4,1,8
57,4,1,1,1,54132.0,42,4535,81,30,1,8,0,0,3,1,0,3,1,0,7
67,2,1,0,0,18690.0,60,4950,77,6,1,7,23,4,19,1,1,2,1,0,8
56,2,1,1,1,28164.0,78,4852,23,3,18,26,11,8,12,2,0,4,3,0,7
52,4,1,1,1,34596.0,23,4844,48,14,0,2,0,0,7,1,0,2,1,0,8
54,4,1,1,1,43269.0,19,4688,61,10,1,7,0,0,1,1,0,2,1,0,8
68,1,0,1,2,38741.0,61,4493,60,7,10,17,8,6,13,2,0,3,2,0,7
54,2,0,0,0,31907.0,449,4854,75,33,81,64,120,16,74,6,1,6,1,0,7
43,3,1,1,1,27100.0,37,4823,64,12,0,13,2,0,10,1,0,3,1,0,7
53,1,0,1,1,31163.0,38,4538,54,2,3,10,11,2,10,1,0,3,1,0,6
41,2,1,0,0,92533.0,1131,4594,84,693,21,118,110,81,42,6,5,11,1,2,2
53,2,0,1,2,34853.0,34,4590,75,9,3,15,2,3,2,2,0,3,2,0,6
59,2,0,1,2,70844.0,294,4644,16,129,26,67,3,67,2,6,1,5,5,0,7
47,1,1,1,2,31086.0,48,4852,79,16,2,11,3,0,16,1,1,2,2,1,8
65,2,1,1,2,60544.0,289,5075,92,201,2,43,3,5,35,5,1,5,4,0,6
40,1,1,0,0,20491.0,30,4922,16,5,4,5,4,2,10,0,1,2,1,0,7
62,2,1,0,0,42523.0,125,4469,96,14,36,11,3,26,35,1,1,4,1,0,2
43,2,1,1,1,39922.0,156,4902,30,29,12,59,19,1,36,3,0,4,2,0,8
74,2,1,1,2,33402.0,70,4748,60,26,2,19,10,5,8,2,1,3,3,0,8
77,3,1,1,2,36408.0,22,4683,11,9,1,4,3,2,3,1,0,2,1,0,6
47,2,1,1,1,21645.0,65,5244,75,14,0,23,4,5,19,3,0,3,3,0,9
78,3,0,0,0,78427.0,1930,5015,36,972,19,556,120,26,126,3,7,10,3,1,3
80,2,1,0,0,82657.0,2283,4677,71,966,81,556,120,81,126,7,5,10,1,2,4
68,2,1,0,0,51876.0,310,4659,88,99,27,102,28,48,6,2,2,8,1,0,1
55,1,1,0,0,78041.0,1319,4962,93,482,35,553,72,81,17,4,4,9,1,0,2
69,2,1,1,1,52852.0,879,5301,93,714,8,99,11,0,47,10,7,5,4,1,8
44,4,1,0,0,70038.0,1244,4649,54,587,54,348,71,54,126,4,4,8,1,0,2
53,1,1,1,1,69401.0,690,4500,41,399,27,159,58,8,39,4,4,5,4,0,2
54,2,1,1,1,46053.0,209,4899,46,56,10,92,19,7,25,3,2,4,3,0,5
61,2,1,0,0,77343.0,1134,4333,28,227,81,556,98,54,31,3,4,9,1,0,1
73,2,0,0,0,73892.0,1507,4630,40,703,81,556,0,58,43,3,11,8,1,0,1
59,4,0,1,1,40304.0,57,4674,82,37,0,17,0,0,3,2,0,3,1,0,7
61,4,1,0,0,32727.0,529,5072,38,167,13,180,86,13,70,7,3,5,2,0,8
57,2,1,0,0,68695.0,1091,4406,3,458,81,356,106,50,40,4,4,7,1,0,2
55,2,0,1,1,43300.0,180,5026,87,91,3,52,2,1,31,4,0,4,3,0,8
54,2,1,1,2,26290.0,77,4612,49,15,8,16,11,5,22,2,0,4,4,0,6
56,2,0,0,0,93790.0,2349,4246,16,1225,68,556,89,81,45,6,7,12,0,3,2
52,4,1,0,0,38410.0,534,5055,65,153,64,123,116,64,14,5,2,9,2,0,6
76,3,0,1,1,64866.0,556,4556,9,508,5,21,7,5,10,7,3,7,4,1,5
67,2,1,1,1,57957.0,637,4716,24,290,59,177,77,5,29,4,6,8,7,0,3
71,4,1,1,2,46015.0,46,4479,25,38,0,2,0,0,6,1,0,3,1,2,7
48,2,1,1,1,16531.0,44,4413,43,2,13,6,7,5,11,3,0,3,3,0,7
40,3,1,1,1,28072.0,47,4728,10,30,0,10,2,0,5,1,0,3,1,0,7
63,3,0,1,1,49476.0,795,4776,29,386,23,95,54,41,126,2,11,5,4,0,2
73,2,1,1,1,50725.0,586,4903,45,443,10,75,0,10,48,8,1,8,4,0,8
74,2,1,0,0,83844.0,1574,4608,57,901,31,345,75,31,126,4,4,11,1,1,1
76,4,1,1,2,41145.0,13,4368,20,9,0,3,0,0,1,0,0,3,1,0,3
56,2,1,1,1,67419.0,1471,4931,29,846,81,352,91,56,42,9,4,8,4,0,5
56,1,1,1,2,23162.0,65,4592,82,8,3,9,19,4,22,1,1,3,3,0,6
49,2,1,1,1,34380.0,175,4911,68,72,7,58,13,1,24,4,1,3,4,0,8
60,2,0,1,1,34704.0,40,4830,65,29,0,5,0,1,5,1,0,3,1,0,5
57,4,1,1,2,94871.0,1078,5304,99,169,24,553,120,0,126,8,5,4,1,2,7
68,2,1,1,1,65148.0,1115,4992,9,460,35,422,33,12,126,6,6,7,2,0,4
72,2,1,1,1,39898.0,134,4611,20,69,8,26,12,7,12,3,0,4,2,0,7
70,3,0,0,0,64857.0,1540,4985,78,556,14,556,120,0,43,7,5,10,1,0,4
56,4,1,1,1,59892.0,87,4905,26,73,0,13,0,1,0,2,1,3,1,0,3
39,3,0,0,0,41020.0,217,4646,68,112,1,54,7,7,36,3,2,4,1,0,3
65,4,1,1,1,57072.0,1034,4558,79,944,0,60,0,0,30,7,5,13,2,1,5
47,2,0,1,1,60474.0,1180,4943,25,265,81,303,120,9,126,10,2,12,7,0,7
66,2,1,1,1,62807.0,819,5069,83,526,28,135,10,21,99,5,3,12,3,0,5
45,1,1,1,1,19414.0,32,4658,32,2,3,12,3,5,7,1,0,3,1,0,8
46,2,1,1,1,19107.0,46,4713,49,2,4,9,10,5,16,1,0,3,2,0,7
50,1,1,1,1,75484.0,1159,5274,50,378,81,259,120,81,34,7,3,6,2,0,4
50,3,0,1,1,70379.0,860,4885,84,553,25,142,65,67,8,6,3,13,3,0,4
56,3,1,0,0,79419.0,1631,4409,96,751,81,556,20,15,31,4,6,4,1,0,2
80,4,1,1,3,64014.0,444,4303,56,406,0,30,0,0,8,8,2,5,7,1,7
71,2,1,1,1,76998.0,1910,4642,85,1225,81,161,69,35,107,11,8,8,2,1,6
54,3,1,1,1,49854.0,380,4663,63,123,17,171,39,0,30,6,2,5,5,0,6
55,4,1,1,2,60585.0,736,4772,17,267,42,309,55,42,21,7,4,9,10,0,5
76,4,0,1,2,42873.0,269,4926,11,209,0,40,3,2,15,6,1,4,4,0,8
38,2,1,0,0,87679.0,2510,4739,62,1225,81,556,97,81,33,7,11,10,1,3,4
48,2,1,1,1,57867.0,612,4937,48,344,35,178,15,23,17,7,2,9,7,0,6
36,2,1,1,1,35765.0,75,4631,86,22,3,30,0,5,15,2,0,4,2,0,6
67,2,1,0,0,65492.0,1045,4556,73,247,81,295,120,81,47,4,7,13,2,0,2
